State,Year,Medicaid_Spending,Median_Income
Alaska,2040,8955.61778185144,114228.79926672764
Alaska,2041,9186.276810265786,116010.17415215354
Alaska,2042,9416.935838680074,117791.54903757991
Alaska,2043,9647.594867094362,119572.92392300628
Alaska,2044,9878.25389550865,121354.29880843218
Alaska,2045,10108.912923922937,123135.67369385855
Alaska,2046,10339.571952337283,124917.04857928492
Alaska,2047,10570.23098075157,126698.42346471082
Alaska,2048,10800.890009165858,128479.7983501372
Alaska,2049,11031.549037580146,130261.17323556356
Alaska,2050,11262.208065994433,132042.54812098946
Arizona,2021,25623.30430797441,70641.83318056818
Arizona,2022,26894.5976168653,73169.62419798318
Arizona,2023,28165.89092575619,75697.41521539818
Arizona,2024,29437.18423464708,78225.20623281319
Arizona,2025,30708.47754353797,80752.99725022912
Arizona,2026,31979.77085242886,83280.78826764412
Arizona,2027,33251.06416131975,85808.57928505912
Arizona,2028,34522.35747021064,88336.37030247413
Arizona,2029,35793.650779102,90864.16131989006
Arizona,2030,37064.94408799289,93391.95233730506
Arizona,2031,38336.23739688378,95919.74335472006
Arizona,2032,39607.53070577467,98447.53437213507
Arizona,2033,40878.82401466556,100975.325389551
Arizona,2034,42150.11732355645,103503.116406966
Arizona,2035,43421.41063244734,106030.907424381
Arizona,2036,44692.70394133823,108558.698441796
Arizona,2037,45963.99725022912,111086.489459211
Arizona,2038,47235.29055912001,113614.28047662694
Arizona,2039,48506.5838680109,116142.07149404194
Arizona,2040,49777.87717690179,118669.86251145694
Arizona,2041,51049.17048579268,121197.65352887195
Arizona,2042,52320.46379468404,123725.44454628788
Arizona,2043,53591.75710357493,126253.23556370288
Arizona,2044,54863.05041246582,128781.02658111788
Arizona,2045,56134.34372135671,131308.81759853289
Arizona,2046,57405.6370302476,133836.60861594882
Arizona,2047,58676.93033913849,136364.39963336382
Arizona,2048,59948.22364802938,138892.19065077882
Arizona,2049,61219.51695692027,141419.98166819382
Arizona,2050,62490.81026581116,143947.77268560883
Arkansas,2021,13861.37396883592,54838.51512373937
Arkansas,2022,14496.96333638858,56497.20439963322
Arkansas,2023,15132.55270394124,58155.893675526604
Arkansas,2024,15768.142071494134,59814.58295142045
Arkansas,2025,16403.731439046795,61473.2722273143
Arkansas,2026,17039.320806599455,63131.96150320768
Arkansas,2027,17674.910174152115,64790.65077910153
Arkansas,2028,18310.499541704776,66449.34005499491
Arkansas,2029,18946.088909257436,68108.02933088876
Arkansas,2030,19581.67827681033,69766.71860678261
Arkansas,2031,20217.26764436299,71425.407882676
Arkansas,2032,20852.85701191565,73084.09715856984
Arkansas,2033,21488.44637946831,74742.78643446369
Arkansas,2034,22124.03574702097,76401.47571035707
Arkansas,2035,22759.625114573864,78060.16498625092
Arkansas,2036,23395.214482126525,79718.8542621443
Arkansas,2037,24030.803849679185,81377.54353803815
Arkansas,2038,24666.393217231845,83036.232813932
Arkansas,2039,25301.982584784506,84694.92208982538
Arkansas,2040,25937.5719523374,86353.61136571923
Arkansas,2041,26573.16131989006,88012.30064161308
Arkansas,2042,27208.75068744272,89670.98991750646
Arkansas,2043,27844.34005499538,91329.67919340031
Arkansas,2044,28479.92942254804,92988.3684692937
Arkansas,2045,29115.5187901007,94647.05774518754
Arkansas,2046,29751.108157653594,96305.74702108139
Arkansas,2047,30386.697525206255,97964.43629697477
Arkansas,2048,31022.286892758915,99623.12557286862
Arkansas,2049,31657.876260311576,101281.81484876247
Arkansas,2050,32293.465627864236,102940.50412465585
California,2021,181832.3217231892,80775.42621448264
California,2022,190420.43904674798,83518.48762603104
California,2023,199008.55637030303,86261.54903758038
California,2024,207596.6736938618,89004.61044912972
California,2025,216184.79101741686,91747.67186067812
California,2026,224772.90834097192,94490.73327222746
California,2027,233361.0256645307,97233.7946837768
California,2028,241949.14298808575,99976.8560953252
California,2029,250537.2603116408,102719.91750687454
California,2030,259125.37763519958,105462.97891842388
California,2031,267713.4949587546,108206.04032997228
California,2032,276301.6122823097,110949.10174152162
California,2033,284889.72960586846,113692.16315307096
California,2034,293477.8469294235,116435.22456461936
California,2035,302065.96425297856,119178.2859761687
California,2036,310654.08157653734,121921.34738771804
California,2037,319242.1989000924,124664.40879926737
California,2038,327830.31622364745,127407.47021081578
California,2039,336418.4335472062,130150.53162236512
California,2040,345006.5508707613,132893.59303391445
California,2041,353594.66819432005,135636.65444546286
California,2042,362182.7855178751,138379.7158570122
California,2043,370770.90284143016,141122.77726856153
California,2044,379359.02016498893,143865.83868010994
California,2045,387947.137488544,146608.90009165928
California,2046,396535.25481209904,149351.96150320861
California,2047,405123.3721356578,152095.02291475702
California,2048,413711.48945921287,154838.08432630636
California,2049,422299.6067827679,157581.1457378557
California,2050,430887.7241063267,160324.2071494041
Colorado,2021,20952.962907444686,82361.81485843658
Colorado,2022,22238.960031815805,84814.3885464305
Colorado,2023,23524.957156186923,87266.96223442443
Colorado,2024,24810.954280557577,89719.53592241928
Colorado,2025,26096.951404928695,92172.1096104132
Colorado,2026,27382.948529299814,94624.68329840712
Colorado,2027,28668.945653670467,97077.25698640198
Colorado,2028,29954.942778041586,99529.8306743959
Colorado,2029,31240.939902412705,101982.40436238982
Colorado,2030,32526.93702678336,104434.97805038467
Colorado,2031,33812.93415115448,106887.55173837859
Colorado,2032,35098.931275525596,109340.12542637251
Colorado,2033,36384.92839989625,111792.69911436737
Colorado,2034,37670.92552426737,114245.27280236129
Colorado,2035,38956.92264863849,116697.84649035521
Colorado,2036,40242.91977300914,119150.42017835006
Colorado,2037,41528.91689738026,121602.99386634398
Colorado,2038,42814.91402175138,124055.5675543379
Colorado,2039,44100.91114612203,126508.14124233276
Colorado,2040,45386.90827049315,128960.71493032668
Colorado,2041,46672.9053948638,131413.28861832153
Colorado,2042,47958.90251923492,133865.86230631545
Colorado,2043,49244.89964360604,136318.43599430937
Colorado,2044,50530.896767976694,138771.00968230423
Colorado,2045,51816.89389234781,141223.58337029815
Colorado,2046,53102.89101671893,143676.15705829207
Colorado,2047,54388.888141089585,146128.73074628692
Colorado,2048,55674.8852654607,148581.30443428084
Colorado,2049,56960.88238983182,151033.87812227476
Colorado,2050,58246.879514202476,153486.45181026962
Connecticut,2021,17794.240146654425,83294.39963336382
Connecticut,2022,18360.76076993579,85193.09807516029
Connecticut,2023,18927.281393217156,87091.79651695723
Connecticut,2024,19493.80201649852,88990.4949587537
Connecticut,2025,20060.322639779886,90889.19340055017
Connecticut,2026,20626.84326306125,92787.89184234664
Connecticut,2027,21193.363886342617,94686.59028414311
Connecticut,2028,21759.884509624215,96585.28872593958
Connecticut,2029,22326.40513290558,98483.98716773605
Connecticut,2030,22892.925756186945,100382.68560953252
Connecticut,2031,23459.44637946831,102281.38405132899
Connecticut,2032,24025.967002749676,104180.08249312546
Connecticut,2033,24592.48762603104,106078.7809349224
Connecticut,2034,25159.008249312406,107977.47937671887
Connecticut,2035,25725.52887259377,109876.17781851534
Connecticut,2036,26292.04949587537,111774.87626031181
Connecticut,2037,26858.570119156735,113673.57470210828
Connecticut,2038,27425.0907424381,115572.27314390475
Connecticut,2039,27991.611365719466,117470.97158570122
Connecticut,2040,28558.13198900083,119369.67002749769
Connecticut,2041,29124.652612282196,121268.36846929416
Connecticut,2042,29691.17323556356,123167.06691109063
Connecticut,2043,30257.693858844927,125065.76535288757
Connecticut,2044,30824.214482126525,126964.46379468404
Connecticut,2045,31390.73510540789,128863.16223648051
Connecticut,2046,31957.255728689255,130761.86067827698
Connecticut,2047,32523.77635197062,132660.55912007345
Connecticut,2048,33090.296975251986,134559.25756186992
Connecticut,2049,33656.81759853335,136457.9560036664
Connecticut,2050,34223.338221814716,138356.65444546286
Delaware,2021,4338.377635197074,73424.1796516953
Delaware,2022,4514.982584784564,75831.94317140151
Delaware,2023,4691.587534372113,78239.70669110864
Delaware,2024,4868.192483959661,80647.47021081485
Delaware,2025,5044.79743354721,83055.23373052198
Delaware,2026,5221.4023831347,85462.99725022912
Delaware,2027,5398.007332722249,87870.76076993532
Delaware,2028,5574.612282309798,90278.52428964246
Delaware,2029,5751.217231897346,92686.28780934867
Delaware,2030,5927.822181484837,95094.0513290558
Delaware,2031,6104.427131072385,97501.814848762
Delaware,2032,6281.032080659934,99909.57836846914
Delaware,2033,6457.6370302474825,102317.34188817535
Delaware,2034,6634.241979834973,104725.10540788248
Delaware,2035,6810.8469294225215,107132.86892758869
Delaware,2036,6987.45187901007,109540.63244729582
Delaware,2037,7164.056828597619,111948.39596700203
Delaware,2038,7340.661778185109,114356.15948670916
Delaware,2039,7517.266727772658,116763.92300641537
Delaware,2040,7693.871677360206,119171.6865261225
Delaware,2041,7870.476626947755,121579.45004582871
Delaware,2042,8047.081576535245,123987.21356553584
Delaware,2043,8223.686526122794,126394.97708524205
Delaware,2044,8400.291475710343,128802.74060494918
Delaware,2045,8576.896425297891,131210.5041246554
Delaware,2046,8753.501374885382,133618.26764436252
Delaware,2047,8930.10632447293,136026.03116406873
Delaware,2048,9106.711274060479,138433.79468377586
Delaware,2049,9283.316223648028,140841.558203483
Delaware,2050,9459.921173235576,143249.3217231892
Florida,2021,42890.49089610856,59473.59871474467
Florida,2022,43995.34951802902,61003.60228489805
Florida,2023,45100.208139949944,62533.605855051894
Florida,2024,46205.0667618704,64063.60942520527
Florida,2025,47309.92538379133,65593.61299535865
Florida,2026,48414.78400571225,67123.61656551203
Florida,2027,49519.64262763271,68653.62013566587
Florida,2028,50624.501249553636,70183.62370581925
Florida,2029,51729.359871474095,71713.62727597263
Florida,2030,52834.21849339502,73243.63084612647
Florida,2031,53939.077115315944,74773.63441627985
Florida,2032,55043.9357372364,76303.63798643323
Florida,2033,56148.79435915733,77833.64155658707
Florida,2034,57253.65298107779,79363.64512674045
Florida,2035,58358.51160299871,80893.64869689383
Florida,2036,59463.370224919636,82423.6522670472
Florida,2037,60568.228846840095,83953.65583720105
Florida,2038,61673.08746876102,85483.65940735443
Florida,2039,62777.946090681944,87013.6629775078
Florida,2040,63882.8047126024,88543.66654766165
Florida,2041,64987.66333452333,90073.67011781503
Florida,2042,66092.52195644379,91603.6736879684
Florida,2043,67197.38057836471,93133.67725812225
Florida,2044,68302.23920028564,94663.68082827562
Florida,2045,69407.0978222061,96193.684398429
Florida,2046,70511.95644412702,97723.68796858238
Florida,2047,71616.81506604748,99253.69153873622
Florida,2048,72721.6736879684,100783.6951088896
Florida,2049,73826.53230988933,102313.69867904298
Florida,2050,74931.39093180979,103843.70224919682
Georgia,2021,21168.22956919996,61370.858737655915
Georgia,2022,21764.60111635877,62975.7148990985
Georgia,2023,22360.97266351781,64580.571060541086
Georgia,2024,22957.34421067685,66185.42722198367
Georgia,2025,23553.71575783589,67790.28338342626
Georgia,2026,24150.08730499493,69395.13954486931
Georgia,2027,24746.45885215397,70999.99570631189
Georgia,2028,25342.83039931301,72604.85186775448
Georgia,2029,25939.20194647205,74209.70802919706
Georgia,2030,26535.573493630858,75814.56419063965
Georgia,2031,27131.9450407899,77419.4203520827
Georgia,2032,27728.31658794894,79024.27651352528
Georgia,2033,28324.68813510798,80629.13267496787
Georgia,2034,28921.05968226702,82233.98883641046
Georgia,2035,29517.43122942606,83838.84499785304
Georgia,2036,30113.8027765851,85443.70115929609
Georgia,2037,30710.174323743908,87048.55732073868
Georgia,2038,31306.545870902948,88653.41348218126
Georgia,2039,31902.91741806199,90258.26964362385
Georgia,2040,32499.28896522103,91863.12580506643
Georgia,2041,33095.66051238007,93467.98196650948
Georgia,2042,33692.03205953911,95072.83812795207
Georgia,2043,34288.40360669815,96677.69428939465
Georgia,2044,34884.77515385719,98282.55045083724
Georgia,2045,35481.146701016,99887.40661227982
Georgia,2046,36077.51824817504,101492.26277372288
Georgia,2047,36673.88979533408,103097.11893516546
Georgia,2048,37270.26134249312,104701.97509660805
Georgia,2049,37866.63288965216,106306.83125805063
Georgia,2050,38463.0044368112,107911.68741949322
Hawaii,2021,4324.053162236465,87819.45004582964
Hawaii,2022,4489.7791017415,90937.11274060514
Hawaii,2023,4655.505041246535,94054.77543538064
Hawaii,2024,4821.23098075157,97172.43813015614
Hawaii,2025,4986.956920256664,100290.10082493164
Hawaii,2026,5152.682859761699,103407.76351970714
Hawaii,2027,5318.408799266734,106525.4262144817
Hawaii,2028,5484.134738771769,109643.0889092572
Hawaii,2029,5649.860678276804,112760.7516040327
Hawaii,2030,5815.586617781839,115878.4142988082
Hawaii,2031,5981.312557286874,118996.0769935837
Hawaii,2032,6147.038496791909,122113.7396883592
Hawaii,2033,6312.764436296944,125231.4023831347
Hawaii,2034,6478.490375802037,128349.0650779102
Hawaii,2035,6644.216315307072,131466.7277726857
Hawaii,2036,6809.942254812107,134584.3904674612
Hawaii,2037,6975.6681943171425,137702.0531622367
