Year,State,Mortality,Stratification,Medicaid_Spending
2016,Wisconsin,217.0,"Black, non-Hispanic",15216
2016,Wisconsin,2991.0,Male,15216
2016,Wisconsin,48.0,American Indian or Alaska Native,15216
2016,Wisconsin,5750.0,Overall,15216
2016,Wisconsin,5430.0,"White, non-Hispanic",15216
2016,Wisconsin,42.0,Hispanic,15216
2017,Wisconsin,2746.0,Female,15804
2017,Wisconsin,45.0,American Indian or Alaska Native,15804
2017,Wisconsin,201.0,"Black, non-Hispanic",15804
2017,Wisconsin,33.0,Hispanic,15804
2017,Wisconsin,5770.0,Overall,15804
2017,Wisconsin,3024.0,Male,15804
2017,Wisconsin,5471.0,"White, non-Hispanic",15804
2017,Wisconsin,20.0,Asian or Pacific Islander,15804
2018,Wisconsin,40.0,Hispanic,16372
2018,Wisconsin,48.0,American Indian or Alaska Native,16372
2018,Wisconsin,2883.0,Female,16372
2018,Wisconsin,5547.0,"White, non-Hispanic",16372
2018,Wisconsin,231.0,"Black, non-Hispanic",16372
2018,Wisconsin,2997.0,Male,16372
2018,Wisconsin,5880.0,Overall,16372
2019,Wisconsin,239.0,"Black, non-Hispanic",17246
2019,Wisconsin,3228.0,Male,17246
2019,Wisconsin,56.0,American Indian or Alaska Native,17246
2019,Wisconsin,2854.0,Female,17246
2019,Wisconsin,21.0,Asian or Pacific Islander,17246
2019,Wisconsin,53.0,Hispanic,17246
2019,Wisconsin,6082.0,Overall,17246
2019,Wisconsin,5713.0,"White, non-Hispanic",17246
2020,Wisconsin,360.0,"Black, non-Hispanic",17949
2020,Wisconsin,3665.0,Male,17949
2020,Wisconsin,6598.0,"White, non-Hispanic",17949
2020,Wisconsin,7117.0,Overall,17949
2020,Wisconsin,57.0,American Indian or Alaska Native,17949
2020,Wisconsin,36.0,Asian or Pacific Islander,17949
2020,Wisconsin,66.0,Hispanic,17949
2020,Wisconsin,3452.0,Female,17949
2011,Wyoming,577.0,"White, non-Hispanic",1024
2011,Wyoming,605.0,Overall,1024
2011,Wyoming,350.0,Male,1024
2011,Wyoming,255.0,Female,1024
2011,Wyoming,20.0,Hispanic,1024
2012,Wyoming,303.0,Female,1063
2012,Wyoming,321.0,Male,1063
2012,Wyoming,624.0,Overall,1063
2012,Wyoming,591.0,"White, non-Hispanic",1063
2013,Wyoming,302.0,Female,1093
2013,Wyoming,658.0,Overall,1093
2013,Wyoming,356.0,Male,1093
2013,Wyoming,635.0,"White, non-Hispanic",1093
2014,Wyoming,600.0,"White, non-Hispanic",1066
2014,Wyoming,344.0,Male,1066
2014,Wyoming,632.0,Overall,1066
2014,Wyoming,288.0,Female,1066
2015,Wyoming,669.0,"White, non-Hispanic",1110
2015,Wyoming,708.0,Overall,1110
2015,Wyoming,343.0,Female,1110
2015,Wyoming,365.0,Male,1110
2015,Wyoming,22.0,Hispanic,1110
2016,Wyoming,669.0,Overall,1123
2016,Wyoming,264.0,Female,1123
2016,Wyoming,639.0,"White, non-Hispanic",1123
2016,Wyoming,405.0,Male,1123
2017,Wyoming,23.0,Hispanic,1168
2017,Wyoming,683.0,Overall,1168
2017,Wyoming,333.0,Female,1168
2017,Wyoming,350.0,Male,1168
2017,Wyoming,651.0,"White, non-Hispanic",1168
2018,Wyoming,420.0,Male,1152
2018,Wyoming,24.0,Hispanic,1152
2018,Wyoming,737.0,"White, non-Hispanic",1152
2018,Wyoming,778.0,Overall,1152
2018,Wyoming,358.0,Female,1152
2019,Wyoming,354.0,Female,1138
2019,Wyoming,429.0,Male,1138
2019,Wyoming,743.0,"White, non-Hispanic",1138
2019,Wyoming,24.0,Hispanic,1138
2019,Wyoming,783.0,Overall,1138
2020,Wyoming,433.0,Female,1200
2020,Wyoming,26.0,Hispanic,1200
2020,Wyoming,919.0,Overall,1200
2020,Wyoming,486.0,Male,1200
2020,Wyoming,867.0,"White, non-Hispanic",1200
