Year,State,Mortality,Stratification,Medicaid_Spending
2011,Alabama,2585.0,Male,8852
2011,Alabama,564.0,"Black, non-Hispanic",8852
2011,Alabama,2296.0,Female,8852
2011,Alabama,4296.0,"White, non-Hispanic",8852
2011,Alabama,4881.0,Overall,8852
2012,Alabama,2577.0,Male,9533
2012,Alabama,509.0,"Black, non-Hispanic",9533
2012,Alabama,4876.0,Overall,9533
2012,Alabama,4342.0,"White, non-Hispanic",9533
2012,Alabama,2299.0,Female,9533
2013,Alabama,5112.0,Overall,9340
2013,Alabama,2374.0,Female,9340
2013,Alabama,575.0,"Black, non-Hispanic",9340
2013,Alabama,4511.0,"White, non-Hispanic",9340
2013,Alabama,2738.0,Male,9340
2014,Alabama,2275.0,Female,9979
2014,Alabama,4255.0,"White, non-Hispanic",9979
2014,Alabama,4805.0,Overall,9979
2014,Alabama,2530.0,Male,9979
2014,Alabama,511.0,"Black, non-Hispanic",9979
2015,Alabama,2631.0,Male,10087
2015,Alabama,545.0,"Black, non-Hispanic",10087
2015,Alabama,4959.0,Overall,10087
2015,Alabama,2328.0,Female,10087
2015,Alabama,4388.0,"White, non-Hispanic",10087
2016,Alabama,2678.0,Male,9636
2016,Alabama,2460.0,Female,9636
2016,Alabama,4490.0,"White, non-Hispanic",9636
2016,Alabama,620.0,"Black, non-Hispanic",9636
2016,Alabama,5138.0,Overall,9636
2017,Alabama,5248.0,Overall,10380
2017,Alabama,2508.0,Female,10380
2017,Alabama,4597.0,"White, non-Hispanic",10380
2017,Alabama,620.0,"Black, non-Hispanic",10380
2017,Alabama,2740.0,Male,10380
2018,Alabama,2652.0,Female,10700
2018,Alabama,2805.0,Male,10700
2018,Alabama,4780.0,"White, non-Hispanic",10700
2018,Alabama,5457.0,Overall,10700
2018,Alabama,636.0,"Black, non-Hispanic",10700
2019,Alabama,4720.0,"White, non-Hispanic",11297
2019,Alabama,2807.0,Male,11297
2019,Alabama,678.0,"Black, non-Hispanic",11297
2019,Alabama,5428.0,Overall,11297
2019,Alabama,2621.0,Female,11297
2020,Alabama,2874.0,Female,11463
2020,Alabama,821.0,"Black, non-Hispanic",11463
2020,Alabama,6027.0,Overall,11463
2020,Alabama,5172.0,"White, non-Hispanic",11463
2020,Alabama,3153.0,Male,11463
2011,Alaska,400.0,Overall,2459
2011,Alaska,92.0,American Indian or Alaska Native,2459
2011,Alaska,193.0,Female,2459
2011,Alaska,207.0,Male,2459
2011,Alaska,291.0,"White, non-Hispanic",2459
2012,Alaska,276.0,"White, non-Hispanic",2606
2012,Alaska,232.0,Male,2606
2012,Alaska,94.0,American Indian or Alaska Native,2606
2012,Alaska,177.0,Female,2606
2012,Alaska,409.0,Overall,2606
2013,Alaska,318.0,"White, non-Hispanic",2533
2013,Alaska,220.0,Male,2533
2013,Alaska,82.0,American Indian or Alaska Native,2533
2013,Alaska,415.0,Overall,2533
2013,Alaska,195.0,Female,2533
2014,Alaska,223.0,Male,2677
2014,Alaska,168.0,Female,2677
2014,Alaska,90.0,American Indian or Alaska Native,2677
2014,Alaska,282.0,"White, non-Hispanic",2677
2014,Alaska,391.0,Overall,2677
2015,Alaska,87.0,American Indian or Alaska Native,2911
2015,Alaska,412.0,Overall,2911
2015,Alaska,222.0,Male,2911
2015,Alaska,297.0,"White, non-Hispanic",2911
2015,Alaska,190.0,Female,2911
2016,Alaska,452.0,Overall,3719
2016,Alaska,251.0,Male,3719
2016,Alaska,201.0,Female,3719
2016,Alaska,317.0,"White, non-Hispanic",3719
2016,Alaska,106.0,American Indian or Alaska Native,3719
2017,Alaska,288.0,"White, non-Hispanic",3917
2017,Alaska,224.0,Male,3917
2017,Alaska,165.0,Female,3917
2017,Alaska,389.0,Overall,3917
2017,Alaska,89.0,American Indian or Alaska Native,3917
2018,Alaska,236.0,Male,4014
2018,Alaska,180.0,Female,4014
2018,Alaska,291.0,"White, non-Hispanic",4014
2018,Alaska,108.0,American Indian or Alaska Native,4014
2018,Alaska,416.0,Overall,4014
2019,Alaska,207.0,Male,4254
2019,Alaska,201.0,Female,4254
2019,Alaska,288.0,"White, non-Hispanic",4254
2019,Alaska,95.0,American Indian or Alaska Native,4254
2019,Alaska,408.0,Overall,4254
2020,Alaska,112.0,American Indian or Alaska Native,3883
2020,Alaska,188.0,Female,3883
2020,Alaska,445.0,Overall,3883
2020,Alaska,307.0,"White, non-Hispanic",3883
2020,Alaska,257.0,Male,3883
2011,Arizona,2472.0,Female,14344
2011,Arizona,247.0,Hispanic,14344
2011,Arizona,4663.0,"White, non-Hispanic",14344
2011,Arizona,2589.0,Male,14344
2011,Arizona,72.0,"Black, non-Hispanic",14344
2011,Arizona,27.0,Asian or Pacific Islander,14344
2011,Arizona,5061.0,Overall,14344
2011,Arizona,52.0,American Indian or Alaska Native,14344
2012,Arizona,4771.0,"White, non-Hispanic",14181
2012,Arizona,52.0,American Indian or Alaska Native,14181
2012,Arizona,5269.0,Overall,14181
2012,Arizona,25.0,Asian or Pacific Islander,14181
2012,Arizona,294.0,Hispanic,14181
2012,Arizona,2743.0,Male,14181
2012,Arizona,104.0,"Black, non-Hispanic",14181
2012,Arizona,2526.0,Female,14181
2013,Arizona,49.0,American Indian or Alaska Native,14681
2013,Arizona,314.0,Hispanic,14681
2013,Arizona,4944.0,"White, non-Hispanic",14681
2013,Arizona,5472.0,Overall,14681
2013,Arizona,2642.0,Female,14681
2013,Arizona,30.0,Asian or Pacific Islander,14681
2013,Arizona,104.0,"Black, non-Hispanic",14681
2013,Arizona,2830.0,Male,14681
2014,Arizona,329.0,Hispanic,16747
2014,Arizona,4965.0,"White, non-Hispanic",16747
2014,Arizona,115.0,"Black, non-Hispanic",16747
2014,Arizona,36.0,Asian or Pacific Islander,16747
2014,Arizona,2972.0,Male,16747
2014,Arizona,5556.0,Overall,16747
2014,Arizona,2584.0,Female,16747
2014,Arizona,60.0,American Indian or Alaska Native,16747
2015,Arizona,116.0,"Black, non-Hispanic",18044
2015,Arizona,2932.0,Female,18044
2015,Arizona,32.0,Asian or Pacific Islander,18044
2015,Arizona,6116.0,Overall,18044
2015,Arizona,3184.0,Male,18044
2015,Arizona,399.0,Hispanic,18044
2015,Arizona,60.0,American Indian or Alaska Native,18044
2015,Arizona,5434.0,"White, non-Hispanic",18044
2016,Arizona,71.0,American Indian or Alaska Native,18911
2016,Arizona,5760.0,"White, non-Hispanic",18911
2016,Arizona,6520.0,Overall,18911
2016,Arizona,367.0,Hispanic,18911
2016,Arizona,3136.0,Female,18911
2016,Arizona,159.0,"Black, non-Hispanic",18911
2016,Arizona,3384.0,Male,18911
2016,Arizona,31.0,Asian or Pacific Islander,18911
2017,Arizona,5752.0,"White, non-Hispanic",20712
2017,Arizona,369.0,Hispanic,20712
2017,Arizona,90.0,American Indian or Alaska Native,20712
2017,Arizona,52.0,Asian or Pacific Islander,20712
2017,Arizona,6490.0,Overall,20712
2017,Arizona,3136.0,Female,20712
2017,Arizona,110.0,"Black, non-Hispanic",20712
2017,Arizona,3354.0,Male,20712
2018,Arizona,384.0,Hispanic,20841
2018,Arizona,3235.0,Male,20841
2018,Arizona,5563.0,"White, non-Hispanic",20841
2018,Arizona,158.0,"Black, non-Hispanic",20841
2018,Arizona,6332.0,Overall,20841
2018,Arizona,43.0,Asian or Pacific Islander,20841
2018,Arizona,74.0,American Indian or Alaska Native,20841
2018,Arizona,3097.0,Female,20841
2019,Arizona,6144.0,Overall,22929
2019,Arizona,148.0,"Black, non-Hispanic",22929
2019,Arizona,5355.0,"White, non-Hispanic",22929
2019,Arizona,2941.0,Female,22929
2019,Arizona,3203.0,Male,22929
2019,Arizona,400.0,Hispanic,22929
2019,Arizona,43.0,Asian or Pacific Islander,22929
2019,Arizona,80.0,American Indian or Alaska Native,22929
2020,Arizona,3790.0,Male,25520
2020,Arizona,51.0,Asian or Pacific Islander,25520
2020,Arizona,102.0,American Indian or Alaska Native,25520
2020,Arizona,7126.0,Overall,25520
2020,Arizona,518.0,Hispanic,25520
2020,Arizona,6176.0,"White, non-Hispanic",25520
2020,Arizona,3336.0,Female,25520
2020,Arizona,169.0,"Black, non-Hispanic",25520
2011,Arkansas,1736.0,Male,7639
2011,Arkansas,1499.0,Female,7639
2011,Arkansas,3028.0,"White, non-Hispanic",7639
2011,Arkansas,3235.0,Overall,7639
2011,Arkansas,190.0,"Black, non-Hispanic",7639
2012,Arkansas,175.0,"Black, non-Hispanic",7848
2012,Arkansas,1540.0,Female,7848
2012,Arkansas,3010.0,"White, non-Hispanic",7848
2012,Arkansas,1669.0,Male,7848
2012,Arkansas,3209.0,Overall,7848
2013,Arkansas,174.0,"Black, non-Hispanic",8084
2013,Arkansas,3109.0,"White, non-Hispanic",8084
2013,Arkansas,1742.0,Male,8084
2013,Arkansas,3340.0,Overall,8084
2013,Arkansas,1598.0,Female,8084
2014,Arkansas,1676.0,Female,9913
2014,Arkansas,3182.0,"White, non-Hispanic",9913
2014,Arkansas,195.0,"Black, non-Hispanic",9913
2014,Arkansas,1740.0,Male,9913
2014,Arkansas,3416.0,Overall,9913
2015,Arkansas,3499.0,"White, non-Hispanic",10386
2015,Arkansas,211.0,"Black, non-Hispanic",10386
2015,Arkansas,3760.0,Overall,10386
2015,Arkansas,1939.0,Male,10386
2015,Arkansas,1821.0,Female,10386
2016,Arkansas,3732.0,Overall,11417
2016,Arkansas,3461.0,"White, non-Hispanic",11417
2016,Arkansas,1983.0,Male,11417
2016,Arkansas,1749.0,Female,11417
2016,Arkansas,225.0,"Black, non-Hispanic",11417
2017,Arkansas,2030.0,Male,11773
2017,Arkansas,301.0,"Black, non-Hispanic",11773
2017,Arkansas,4065.0,Overall,11773
2017,Arkansas,2035.0,Female,11773
2017,Arkansas,3718.0,"White, non-Hispanic",11773
2018,Arkansas,2010.0,Female,12382
2018,Arkansas,2140.0,Male,12382
2018,Arkansas,3840.0,"White, non-Hispanic",12382
2018,Arkansas,280.0,"Black, non-Hispanic",12382
2018,Arkansas,4150.0,Overall,12382
2019,Arkansas,3960.0,"White, non-Hispanic",12222
2019,Arkansas,279.0,"Black, non-Hispanic",12222
2019,Arkansas,4269.0,Overall,12222
2019,Arkansas,2237.0,Male,12222
2019,Arkansas,2032.0,Female,12222
2020,Arkansas,4544.0,Overall,12231
2020,Arkansas,327.0,"Black, non-Hispanic",12231
2020,Arkansas,2236.0,Female,12231
2020,Arkansas,2308.0,Male,12231
2020,Arkansas,4180.0,"White, non-Hispanic",12231
2011,California,13037.0,Male,89338
2011,California,25857.0,Overall,89338
2011,California,147.0,American Indian or Alaska Native,89338
2011,California,1647.0,"Black, non-Hispanic",89338
2011,California,12820.0,Female,89338
2011,California,1462.0,Asian or Pacific Islander,89338
2011,California,20406.0,"White, non-Hispanic",89338
2011,California,2182.0,Hispanic,89338
2012,California,13180.0,Male,101763
2012,California,20129.0,"White, non-Hispanic",101763
2012,California,1552.0,"Black, non-Hispanic",101763
2012,California,12396.0,Female,101763
2012,California,146.0,American Indian or Alaska Native,101763
2012,California,25576.0,Overall,101763
2012,California,2251.0,Hispanic,101763
2012,California,1479.0,Asian or Pacific Islander,101763
2013,California,26851.0,Overall,110445
2013,California,183.0,American Indian or Alaska Native,110445
2013,California,20903.0,"White, non-Hispanic",110445
2013,California,1625.0,Asian or Pacific Islander,110445
2013,California,13745.0,Male,110445
2013,California,13106.0,Female,110445
2013,California,2404.0,Hispanic,110445
2013,California,1711.0,"Black, non-Hispanic",110445
2014,California,12280.0,Female,120943
2014,California,19601.0,"White, non-Hispanic",120943
2014,California,177.0,American Indian or Alaska Native,120943
2014,California,2273.0,Hispanic,120943
2014,California,1650.0,"Black, non-Hispanic",120943
2014,California,12999.0,Male,120943
2014,California,1530.0,Asian or Pacific Islander,120943
2014,California,25279.0,Overall,120943
2015,California,2418.0,Hispanic,149401
2015,California,20314.0,"White, non-Hispanic",149401
2015,California,1753.0,"Black, non-Hispanic",149401
2015,California,13006.0,Female,149401
2015,California,200.0,American Indian or Alaska Native,149401
2015,California,1580.0,Asian or Pacific Islander,149401
2015,California,26322.0,Overall,149401
2015,California,13316.0,Male,149401
2016,California,13434.0,Male,155929
2016,California,1550.0,Asian or Pacific Islander,155929
2016,California,12955.0,Female,155929
2016,California,20227.0,"White, non-Hispanic",155929
2016,California,193.0,American Indian or Alaska Native,155929
2016,California,1781.0,"Black, non-Hispanic",155929
2016,California,26389.0,Overall,155929
2016,California,2563.0,Hispanic,155929
2017,California,26643.0,Overall,145118
2017,California,20160.0,"White, non-Hispanic",145118
2017,California,206.0,American Indian or Alaska Native,145118
2017,California,1715.0,Asian or Pacific Islander,145118
2017,California,13540.0,Male,145118
2017,California,13103.0,Female,145118
2017,California,2607.0,Hispanic,145118
2017,California,1859.0,"Black, non-Hispanic",145118
2018,California,12756.0,Female,147283
2018,California,26356.0,Overall,147283
2018,California,1725.0,Asian or Pacific Islander,147283
2018,California,19778.0,"White, non-Hispanic",147283
2018,California,2713.0,Hispanic,147283
2018,California,179.0,American Indian or Alaska Native,147283
2018,California,13600.0,Male,147283
2018,California,1861.0,"Black, non-Hispanic",147283
2019,California,1858.0,"Black, non-Hispanic",156678
2019,California,19164.0,"White, non-Hispanic",156678
2019,California,25593.0,Overall,156678
2019,California,2647.0,Hispanic,156678
2019,California,1618.0,Asian or Pacific Islander,156678
2019,California,13243.0,Male,156678
2019,California,197.0,American Indian or Alaska Native,156678
2019,California,12350.0,Female,156678
2020,California,1988.0,Asian or Pacific Islander,174123
2020,California,19881.0,"White, non-Hispanic",174123
2020,California,14481.0,Male,174123
2020,California,3201.0,Hispanic,174123
2020,California,2234.0,"Black, non-Hispanic",174123
2020,California,216.0,American Indian or Alaska Native,174123
2020,California,13130.0,Female,174123
2020,California,27611.0,Overall,174123
2011,Colorado,1815.0,Female,8404
2011,Colorado,3375.0,"White, non-Hispanic",8404
2011,Colorado,94.0,"Black, non-Hispanic",8404
2011,Colorado,256.0,Hispanic,8404
2011,Colorado,1954.0,Male,8404
2011,Colorado,3769.0,Overall,8404
2011,Colorado,27.0,Asian or Pacific Islander,8404
2012,Colorado,3574.0,"White, non-Hispanic",9182
2012,Colorado,1911.0,Female,9182
2012,Colorado,115.0,"Black, non-Hispanic",9182
2012,Colorado,4020.0,Overall,9182
2012,Colorado,281.0,Hispanic,9182
2012,Colorado,31.0,Asian or Pacific Islander,9182
2012,Colorado,2109.0,Male,9182
2013,Colorado,2279.0,Male,9875
2013,Colorado,20.0,American Indian or Alaska Native,9875
2013,Colorado,130.0,"Black, non-Hispanic",9875
2013,Colorado,30.0,Asian or Pacific Islander,9875
2013,Colorado,3823.0,"White, non-Hispanic",9875
2013,Colorado,300.0,Hispanic,9875
2013,Colorado,4304.0,Overall,9875
2013,Colorado,2025.0,Female,9875
2014,Colorado,2350.0,Male,12094
2014,Colorado,4553.0,Overall,12094
2014,Colorado,138.0,"Black, non-Hispanic",12094
2014,Colorado,316.0,Hispanic,12094
2014,Colorado,33.0,Asian or Pacific Islander,12094
2014,Colorado,2203.0,Female,12094
2014,Colorado,31.0,American Indian or Alaska Native,12094
2014,Colorado,4034.0,"White, non-Hispanic",12094
2015,Colorado,172.0,"Black, non-Hispanic",14356
2015,Colorado,2338.0,Female,14356
2015,Colorado,22.0,American Indian or Alaska Native,14356
2015,Colorado,4267.0,"White, non-Hispanic",14356
2015,Colorado,4878.0,Overall,14356
2015,Colorado,32.0,Asian or Pacific Islander,14356
2015,Colorado,2540.0,Male,14356
2015,Colorado,373.0,Hispanic,14356
2016,Colorado,4589.0,"White, non-Hispanic",14817
2016,Colorado,176.0,"Black, non-Hispanic",14817
2016,Colorado,2521.0,Female,14817
2016,Colorado,47.0,Asian or Pacific Islander,14817
2016,Colorado,414.0,Hispanic,14817
2016,Colorado,5267.0,Overall,14817
2016,Colorado,29.0,American Indian or Alaska Native,14817
2016,Colorado,2746.0,Male,14817
2017,Colorado,166.0,"Black, non-Hispanic",15815
2017,Colorado,5032.0,"White, non-Hispanic",15815
2017,Colorado,2768.0,Female,15815
2017,Colorado,37.0,American Indian or Alaska Native,15815
2017,Colorado,52.0,Asian or Pacific Islander,15815
2017,Colorado,2966.0,Male,15815
2017,Colorado,429.0,Hispanic,15815
2017,Colorado,5734.0,Overall,15815
2018,Colorado,33.0,American Indian or Alaska Native,18193
2018,Colorado,212.0,"Black, non-Hispanic",18193
2018,Colorado,5840.0,Overall,18193
2018,Colorado,49.0,Asian or Pacific Islander,18193
2018,Colorado,457.0,Hispanic,18193
2018,Colorado,2762.0,Female,18193
2018,Colorado,3078.0,Male,18193
2018,Colorado,5063.0,"White, non-Hispanic",18193
2019,Colorado,5680.0,Overall,18509
2019,Colorado,47.0,Asian or Pacific Islander,18509
2019,Colorado,169.0,"Black, non-Hispanic",18509
2019,Colorado,2709.0,Female,18509
2019,Colorado,480.0,Hispanic,18509
2019,Colorado,4935.0,"White, non-Hispanic",18509
2019,Colorado,2971.0,Male,18509
2019,Colorado,27.0,American Indian or Alaska Native,18509
2020,Colorado,262.0,"Black, non-Hispanic",18353
2020,Colorado,42.0,American Indian or Alaska Native,18353
2020,Colorado,6516.0,Overall,18353
2020,Colorado,5533.0,"White, non-Hispanic",18353
2020,Colorado,67.0,Asian or Pacific Islander,18353
2020,Colorado,3074.0,Female,18353
2020,Colorado,3442.0,Male,18353
2020,Colorado,577.0,Hispanic,18353
2011,Connecticut,2718.0,Overall,11390
2011,Connecticut,1224.0,Male,11390
2011,Connecticut,1494.0,Female,11390
2011,Connecticut,2534.0,"White, non-Hispanic",11390
2011,Connecticut,115.0,"Black, non-Hispanic",11390
2011,Connecticut,55.0,Hispanic,11390
2012,Connecticut,1400.0,Female,13171
2012,Connecticut,111.0,"Black, non-Hispanic",13171
2012,Connecticut,2662.0,Overall,13171
2012,Connecticut,52.0,Hispanic,13171
2012,Connecticut,2486.0,"White, non-Hispanic",13171
2012,Connecticut,1262.0,Male,13171
2013,Connecticut,2630.0,Overall,13040
2013,Connecticut,1418.0,Female,13040
2013,Connecticut,2451.0,"White, non-Hispanic",13040
2013,Connecticut,104.0,"Black, non-Hispanic",13040
2013,Connecticut,1212.0,Male,13040
2013,Connecticut,66.0,Hispanic,13040
2014,Connecticut,2386.0,"White, non-Hispanic",14173
2014,Connecticut,125.0,"Black, non-Hispanic",14173
2014,Connecticut,1229.0,Male,14173
2014,Connecticut,2602.0,Overall,14173
2014,Connecticut,1373.0,Female,14173
2014,Connecticut,69.0,Hispanic,14173
2015,Connecticut,75.0,Hispanic,14786
2015,Connecticut,131.0,"Black, non-Hispanic",14786
2015,Connecticut,2619.0,Overall,14786
2015,Connecticut,1440.0,Female,14786
2015,Connecticut,1179.0,Male,14786
2015,Connecticut,2399.0,"White, non-Hispanic",14786
2016,Connecticut,126.0,"Black, non-Hispanic",15200
2016,Connecticut,1432.0,Female,15200
2016,Connecticut,68.0,Hispanic,15200
2016,Connecticut,2681.0,Overall,15200
2016,Connecticut,1249.0,Male,15200
2016,Connecticut,2472.0,"White, non-Hispanic",15200
2017,Connecticut,71.0,Hispanic,15586
2017,Connecticut,2783.0,Overall,15586
2017,Connecticut,140.0,"Black, non-Hispanic",15586
2017,Connecticut,2554.0,"White, non-Hispanic",15586
2017,Connecticut,1497.0,Female,15586
2017,Connecticut,1286.0,Male,15586
2018,Connecticut,1254.0,Male,16571
2018,Connecticut,144.0,"Black, non-Hispanic",16571
2018,Connecticut,2440.0,"White, non-Hispanic",16571
2018,Connecticut,2684.0,Overall,16571
2018,Connecticut,1430.0,Female,16571
2018,Connecticut,90.0,Hispanic,16571
2019,Connecticut,1489.0,Female,16344
2019,Connecticut,1227.0,Male,16344
2019,Connecticut,125.0,"Black, non-Hispanic",16344
2019,Connecticut,2476.0,"White, non-Hispanic",16344
2019,Connecticut,101.0,Hispanic,16344
2019,Connecticut,2716.0,Overall,16344
2020,Connecticut,3009.0,Overall,16687
2020,Connecticut,1590.0,Female,16687
2020,Connecticut,1419.0,Male,16687
2020,Connecticut,120.0,Hispanic,16687
2020,Connecticut,2674.0,"White, non-Hispanic",16687
2020,Connecticut,188.0,"Black, non-Hispanic",16687
2011,Delaware,870.0,Overall,2554
2011,Delaware,424.0,Male,2554
2011,Delaware,760.0,"White, non-Hispanic",2554
2011,Delaware,99.0,"Black, non-Hispanic",2554
2011,Delaware,446.0,Female,2554
2012,Delaware,824.0,Overall,2896
2012,Delaware,386.0,Male,2896
2012,Delaware,699.0,"White, non-Hispanic",2896
2012,Delaware,108.0,"Black, non-Hispanic",2896
2012,Delaware,438.0,Female,2896
2013,Delaware,411.0,Male,2896
2013,Delaware,453.0,Female,2896
2013,Delaware,100.0,"Black, non-Hispanic",2896
2013,Delaware,864.0,Overall,2896
2013,Delaware,748.0,"White, non-Hispanic",2896
2014,Delaware,738.0,"White, non-Hispanic",3043
2014,Delaware,98.0,"Black, non-Hispanic",3043
2014,Delaware,418.0,Male,3043
2014,Delaware,862.0,Overall,3043
2014,Delaware,444.0,Female,3043
2015,Delaware,434.0,Female,3172
2015,Delaware,478.0,Male,3172
2015,Delaware,912.0,Overall,3172
2015,Delaware,784.0,"White, non-Hispanic",3172
2015,Delaware,112.0,"Black, non-Hispanic",3172
2016,Delaware,461.0,Male,3316
2016,Delaware,974.0,Overall,3316
2016,Delaware,513.0,Female,3316
2016,Delaware,126.0,"Black, non-Hispanic",3316
2016,Delaware,827.0,"White, non-Hispanic",3316
2017,Delaware,482.0,Male,3775
2017,Delaware,113.0,"Black, non-Hispanic",3775
2017,Delaware,493.0,Female,3775
2017,Delaware,975.0,Overall,3775
2017,Delaware,846.0,"White, non-Hispanic",3775
2018,Delaware,448.0,Male,3802
2018,Delaware,124.0,"Black, non-Hispanic",3802
2018,Delaware,822.0,"White, non-Hispanic",3802
2018,Delaware,517.0,Female,3802
2018,Delaware,965.0,Overall,3802
2019,Delaware,432.0,Male,3988
2019,Delaware,441.0,Female,3988
2019,Delaware,108.0,"Black, non-Hispanic",3988
2019,Delaware,752.0,"White, non-Hispanic",3988
2019,Delaware,873.0,Overall,3988
2020,Delaware,542.0,Male,4115
2020,Delaware,1099.0,Overall,4115
2020,Delaware,133.0,"Black, non-Hispanic",4115
2020,Delaware,951.0,"White, non-Hispanic",4115
2020,Delaware,557.0,Female,4115
2011,Florida,18287.0,Overall,32319
2011,Florida,39.0,Asian or Pacific Islander,32319
2011,Florida,9523.0,Male,32319
2011,Florida,1461.0,Hispanic,32319
2011,Florida,15716.0,"White, non-Hispanic",32319
2011,Florida,986.0,"Black, non-Hispanic",32319
2011,Florida,8764.0,Female,32319
2012,Florida,30.0,American Indian or Alaska Native,33151
2012,Florida,9651.0,Male,33151
2012,Florida,16193.0,"White, non-Hispanic",33151
2012,Florida,9235.0,Female,33151
2012,Florida,1046.0,"Black, non-Hispanic",33151
2012,Florida,61.0,Asian or Pacific Islander,33151
2012,Florida,1508.0,Hispanic,33151
2012,Florida,18886.0,Overall,33151
2013,Florida,1647.0,Hispanic,33769
2013,Florida,20299.0,Overall,33769
2013,Florida,9975.0,Female,33769
2013,Florida,44.0,American Indian or Alaska Native,33769
2013,Florida,1162.0,"Black, non-Hispanic",33769
2013,Florida,17315.0,"White, non-Hispanic",33769
2013,Florida,71.0,Asian or Pacific Islander,33769
2013,Florida,10324.0,Male,33769
2014,Florida,78.0,Asian or Pacific Islander,36619
2014,Florida,9977.0,Female,36619
2014,Florida,17129.0,"White, non-Hispanic",36619
2014,Florida,30.0,American Indian or Alaska Native,36619
2014,Florida,10248.0,Male,36619
2014,Florida,20225.0,Overall,36619
2014,Florida,1680.0,Hispanic,36619
2014,Florida,1232.0,"Black, non-Hispanic",36619
2015,Florida,10819.0,Male,34908
2015,Florida,21341.0,Overall,34908
2015,Florida,90.0,Asian or Pacific Islander,34908
2015,Florida,18079.0,"White, non-Hispanic",34908
2015,Florida,1254.0,"Black, non-Hispanic",34908
2015,Florida,1778.0,Hispanic,34908
2015,Florida,10522.0,Female,34908
2015,Florida,38.0,American Indian or Alaska Native,34908
2016,Florida,11550.0,Male,36522
2016,Florida,92.0,Asian or Pacific Islander,36522
2016,Florida,22546.0,Overall,36522
2016,Florida,36.0,American Indian or Alaska Native,36522
2016,Florida,10996.0,Female,36522
2016,Florida,1445.0,"Black, non-Hispanic",36522
2016,Florida,19034.0,"White, non-Hispanic",36522
2016,Florida,1938.0,Hispanic,36522
2017,Florida,2115.0,Hispanic,38645
2017,Florida,23906.0,Overall,38645
2017,Florida,1518.0,"Black, non-Hispanic",38645
2017,Florida,54.0,American Indian or Alaska Native,38645
2017,Florida,19998.0,"White, non-Hispanic",38645
2017,Florida,11708.0,Female,38645
2017,Florida,115.0,Asian or Pacific Islander,38645
2017,Florida,12198.0,Male,38645
2018,Florida,107.0,Asian or Pacific Islander,39414
2018,Florida,11507.0,Female,39414
2018,Florida,12129.0,Male,39414
2018,Florida,19995.0,"White, non-Hispanic",39414
2018,Florida,2001.0,Hispanic,39414
2018,Florida,28.0,American Indian or Alaska Native,39414
2018,Florida,23636.0,Overall,39414
2018,Florida,1475.0,"Black, non-Hispanic",39414
2019,Florida,2079.0,Hispanic,39895
2019,Florida,11518.0,Female,39895
2019,Florida,31.0,American Indian or Alaska Native,39895
2019,Florida,1469.0,"Black, non-Hispanic",39895
2019,Florida,20153.0,"White, non-Hispanic",39895
2019,Florida,23863.0,Overall,39895
2019,Florida,12345.0,Male,39895
2019,Florida,125.0,Asian or Pacific Islander,39895
2020,Florida,1959.0,"Black, non-Hispanic",43064
2020,Florida,27227.0,Overall,43064
2020,Florida,133.0,Asian or Pacific Islander,43064
2020,Florida,36.0,American Indian or Alaska Native,43064
2020,Florida,22242.0,"White, non-Hispanic",43064
2020,Florida,2852.0,Hispanic,43064
2020,Florida,12954.0,Female,43064
2020,Florida,14273.0,Male,43064
2011,Georgia,5465.0,"White, non-Hispanic",15156
2011,Georgia,863.0,"Black, non-Hispanic",15156
2011,Georgia,6375.0,Overall,15156
2011,Georgia,3168.0,Male,15156
2011,Georgia,3207.0,Female,15156
2012,Georgia,28.0,Asian or Pacific Islander,15592
2012,Georgia,6634.0,Overall,15592
2012,Georgia,25.0,Hispanic,15592
2012,Georgia,3380.0,Male,15592
2012,Georgia,5615.0,"White, non-Hispanic",15592
2012,Georgia,955.0,"Black, non-Hispanic",15592
2012,Georgia,3254.0,Female,15592
2013,Georgia,3551.0,Male,16271
2013,Georgia,20.0,Hispanic,16271
2013,Georgia,6916.0,Overall,16271
2013,Georgia,28.0,Asian or Pacific Islander,16271
2013,Georgia,3365.0,Female,16271
2013,Georgia,1049.0,"Black, non-Hispanic",16271
2013,Georgia,5813.0,"White, non-Hispanic",16271
2014,Georgia,1021.0,"Black, non-Hispanic",17552
2014,Georgia,3394.0,Female,17552
2014,Georgia,6761.0,Overall,17552
2014,Georgia,36.0,Asian or Pacific Islander,17552
2014,Georgia,38.0,Hispanic,17552
2014,Georgia,3367.0,Male,17552
2014,Georgia,5664.0,"White, non-Hispanic",17552
2015,Georgia,3412.0,Female,17562
2015,Georgia,5882.0,"White, non-Hispanic",17562
2015,Georgia,29.0,Asian or Pacific Islander,17562
2015,Georgia,1055.0,"Black, non-Hispanic",17562
2015,Georgia,7008.0,Overall,17562
2015,Georgia,3596.0,Male,17562
2015,Georgia,37.0,Hispanic,17562
2016,Georgia,40.0,Hispanic,17962
2016,Georgia,3820.0,Male,17962
2016,Georgia,37.0,Asian or Pacific Islander,17962
2016,Georgia,7566.0,Overall,17962
2016,Georgia,3746.0,Female,17962
2016,Georgia,1170.0,"Black, non-Hispanic",17962
2016,Georgia,6312.0,"White, non-Hispanic",17962
2017,Georgia,3939.0,Male,18900
2017,Georgia,57.0,Hispanic,18900
2017,Georgia,7837.0,Overall,18900
2017,Georgia,44.0,Asian or Pacific Islander,18900
