Year,State,Stratification,Medicaid_Spending,Median_Income,Mortality
2015,Rhode Island,"White, non-Hispanic",4528,55700,1133.0
2015,Rhode Island,Overall,4528,55700,1196.0
2015,Rhode Island,"Black, non-Hispanic",4528,55700,33.0
2015,Rhode Island,Female,4528,55700,625.0
2015,Rhode Island,Male,4528,55700,571.0
2016,Rhode Island,Male,4442,61530,503.0
2016,Rhode Island,"Black, non-Hispanic",4442,61530,24.0
2016,Rhode Island,Overall,4442,61530,1086.0
2016,Rhode Island,"White, non-Hispanic",4442,61530,1037.0
2016,Rhode Island,Female,4442,61530,583.0
2017,Rhode Island,Overall,4783,65400,1190.0
2017,Rhode Island,Overall,4783,66390,1190.0
2017,Rhode Island,Hispanic,4783,65400,20.0
2017,Rhode Island,Hispanic,4783,66390,20.0
2017,Rhode Island,"Black, non-Hispanic",4783,65400,22.0
2017,Rhode Island,"Black, non-Hispanic",4783,66390,22.0
2017,Rhode Island,Female,4783,65400,632.0
2017,Rhode Island,Female,4783,66390,632.0
2017,Rhode Island,Male,4783,65400,558.0
2017,Rhode Island,Male,4783,66390,558.0
2017,Rhode Island,"White, non-Hispanic",4783,65400,1141.0
2017,Rhode Island,"White, non-Hispanic",4783,66390,1141.0
2018,Rhode Island,Overall,4699,62270,1218.0
2018,Rhode Island,Female,4699,62270,641.0
2018,Rhode Island,"Black, non-Hispanic",4699,62270,25.0
2018,Rhode Island,Male,4699,62270,577.0
2018,Rhode Island,"White, non-Hispanic",4699,62270,1161.0
2019,Rhode Island,Hispanic,4680,70150,21.0
2019,Rhode Island,Male,4680,70150,567.0
2019,Rhode Island,"White, non-Hispanic",4680,70150,1131.0
2019,Rhode Island,Female,4680,70150,619.0
2019,Rhode Island,"Black, non-Hispanic",4680,70150,26.0
2019,Rhode Island,Overall,4680,70150,1186.0
2020,Rhode Island,Male,4859,80170,658.0
2020,Rhode Island,"Black, non-Hispanic",4859,80170,22.0
2020,Rhode Island,Overall,4859,80170,1274.0
2020,Rhode Island,Hispanic,4859,80170,28.0
2020,Rhode Island,"White, non-Hispanic",4859,80170,1207.0
2020,Rhode Island,Female,4859,80170,616.0
2011,South Carolina,Female,8934,40080,2097.0
2011,South Carolina,Overall,8934,40080,4375.0
2011,South Carolina,"White, non-Hispanic",8934,40080,3735.0
2011,South Carolina,"Black, non-Hispanic",8934,40080,585.0
2011,South Carolina,Male,8934,40080,2278.0
2012,South Carolina,"White, non-Hispanic",8967,44400,3780.0
2012,South Carolina,"Black, non-Hispanic",8967,44400,596.0
2012,South Carolina,Female,8967,44400,2135.0
2012,South Carolina,Overall,8967,44400,4402.0
2012,South Carolina,Male,8967,44400,2267.0
2013,South Carolina,Overall,9156,43560,5014.0
2013,South Carolina,Overall,9156,43750,5014.0
2013,South Carolina,"Black, non-Hispanic",9156,43560,655.0
2013,South Carolina,"Black, non-Hispanic",9156,43750,655.0
2013,South Carolina,Female,9156,43560,2390.0
2013,South Carolina,Female,9156,43750,2390.0
2013,South Carolina,Male,9156,43560,2624.0
2013,South Carolina,Male,9156,43750,2624.0
2013,South Carolina,"White, non-Hispanic",9156,43560,4315.0
2013,South Carolina,"White, non-Hispanic",9156,43750,4315.0
2014,South Carolina,Overall,10131,44930,5057.0
2014,South Carolina,Hispanic,10131,44930,20.0
2014,South Carolina,Female,10131,44930,2374.0
2014,South Carolina,"White, non-Hispanic",10131,44930,4356.0
2014,South Carolina,"Black, non-Hispanic",10131,44930,663.0
2014,South Carolina,Male,10131,44930,2683.0
2015,South Carolina,Female,10908,46360,2667.0
2015,South Carolina,Overall,10908,46360,5423.0
2015,South Carolina,Hispanic,10908,46360,21.0
2015,South Carolina,"White, non-Hispanic",10908,46360,4615.0
2015,South Carolina,Male,10908,46360,2756.0
2015,South Carolina,"Black, non-Hispanic",10908,46360,762.0
2016,South Carolina,Female,11165,54340,2608.0
2016,South Carolina,"White, non-Hispanic",11165,54340,4720.0
2016,South Carolina,"Black, non-Hispanic",11165,54340,754.0
2016,South Carolina,Male,11165,54340,2899.0
2016,South Carolina,Overall,11165,54340,5507.0
2017,South Carolina,Overall,11075,54540,5800.0
2017,South Carolina,Overall,11075,54970,5800.0
2017,South Carolina,"Black, non-Hispanic",11075,54540,849.0
2017,South Carolina,"Black, non-Hispanic",11075,54970,849.0
2017,South Carolina,Female,11075,54540,2801.0
2017,South Carolina,Female,11075,54970,2801.0
2017,South Carolina,Male,11075,54540,2999.0
2017,South Carolina,Male,11075,54970,2999.0
2017,South Carolina,"White, non-Hispanic",11075,54540,4911.0
2017,South Carolina,"White, non-Hispanic",11075,54970,4911.0
2018,South Carolina,Overall,11395,57440,5837.0
2018,South Carolina,Female,11395,57440,2808.0
2018,South Carolina,"White, non-Hispanic",11395,57440,4974.0
2018,South Carolina,Hispanic,11395,57440,23.0
2018,South Carolina,"Black, non-Hispanic",11395,57440,819.0
2018,South Carolina,Male,11395,57440,3029.0
2019,South Carolina,Hispanic,11857,62030,21.0
2019,South Carolina,Male,11857,62030,2980.0
2019,South Carolina,"Black, non-Hispanic",11857,62030,850.0
2019,South Carolina,Female,11857,62030,2800.0
2019,South Carolina,"White, non-Hispanic",11857,62030,4888.0
2019,South Carolina,Overall,11857,62030,5780.0
2020,South Carolina,Overall,12151,60340,6664.0
2020,South Carolina,Male,12151,60340,3498.0
2020,South Carolina,Hispanic,12151,60340,30.0
2020,South Carolina,"White, non-Hispanic",12151,60340,5495.0
2020,South Carolina,Female,12151,60340,3166.0
2020,South Carolina,"Black, non-Hispanic",12151,60340,1108.0
2011,South Dakota,Female,1393,47220,407.0
2011,South Dakota,Overall,1393,47220,991.0
2011,South Dakota,American Indian or Alaska Native,1393,47220,45.0
2011,South Dakota,"White, non-Hispanic",1393,47220,941.0
2011,South Dakota,Male,1393,47220,584.0
2012,South Dakota,"White, non-Hispanic",1440,49420,929.0
2012,South Dakota,American Indian or Alaska Native,1440,49420,47.0
2012,South Dakota,Overall,1440,49420,979.0
2012,South Dakota,Male,1440,49420,547.0
2012,South Dakota,Female,1440,49420,432.0
2013,South Dakota,Overall,1506,53410,895.0
2013,South Dakota,Overall,1506,54450,895.0
2013,South Dakota,Male,1506,53410,502.0
2013,South Dakota,Male,1506,54450,502.0
2013,South Dakota,American Indian or Alaska Native,1506,53410,48.0
2013,South Dakota,American Indian or Alaska Native,1506,54450,48.0
2013,South Dakota,"White, non-Hispanic",1506,53410,842.0
2013,South Dakota,"White, non-Hispanic",1506,54450,842.0
2013,South Dakota,Female,1506,53410,393.0
2013,South Dakota,Female,1506,54450,393.0
2014,South Dakota,Male,1521,53050,531.0
2014,South Dakota,Overall,1521,53050,941.0
2014,South Dakota,Female,1521,53050,410.0
2014,South Dakota,"White, non-Hispanic",1521,53050,900.0
2014,South Dakota,American Indian or Alaska Native,1521,53050,39.0
2015,South Dakota,Male,1552,55070,570.0
2015,South Dakota,"White, non-Hispanic",1552,55070,959.0
2015,South Dakota,Female,1552,55070,438.0
2015,South Dakota,Overall,1552,55070,1008.0
2015,South Dakota,American Indian or Alaska Native,1552,55070,45.0
2016,South Dakota,American Indian or Alaska Native,1609,57450,54.0
2016,South Dakota,"White, non-Hispanic",1609,57450,869.0
2016,South Dakota,Male,1609,57450,547.0
2016,South Dakota,Overall,1609,57450,929.0
2016,South Dakota,Female,1609,57450,382.0
2017,South Dakota,Overall,1657,56910,1052.0
2017,South Dakota,Overall,1657,56890,1052.0
2017,South Dakota,American Indian or Alaska Native,1657,56910,61.0
2017,South Dakota,American Indian or Alaska Native,1657,56890,61.0
2017,South Dakota,Male,1657,56910,576.0
2017,South Dakota,Male,1657,56890,576.0
2017,South Dakota,"White, non-Hispanic",1657,56910,980.0
2017,South Dakota,"White, non-Hispanic",1657,56890,980.0
2017,South Dakota,Female,1657,56910,476.0
2017,South Dakota,Female,1657,56890,476.0
2018,South Dakota,Male,1676,59460,613.0
2018,South Dakota,Female,1676,59460,456.0
2018,South Dakota,Overall,1676,59460,1069.0
2018,South Dakota,"White, non-Hispanic",1676,59460,1002.0
2018,South Dakota,American Indian or Alaska Native,1676,59460,58.0
2019,South Dakota,Female,1711,64260,497.0
2019,South Dakota,Male,1711,64260,608.0
2019,South Dakota,Overall,1711,64260,1105.0
2019,South Dakota,American Indian or Alaska Native,1711,64260,55.0
2019,South Dakota,"White, non-Hispanic",1711,64260,1042.0
2020,South Dakota,"White, non-Hispanic",1798,70190,1202.0
2020,South Dakota,Overall,1798,70190,1282.0
2020,South Dakota,Female,1798,70190,556.0
2020,South Dakota,American Indian or Alaska Native,1798,70190,67.0
2020,South Dakota,Male,1798,70190,726.0
2011,Tennessee,"White, non-Hispanic",14229,42280,6645.0
2011,Tennessee,Male,14229,42280,3681.0
2011,Tennessee,Female,14229,42280,3495.0
2011,Tennessee,Overall,14229,42280,7176.0
2011,Tennessee,"Black, non-Hispanic",14229,42280,508.0
2012,Tennessee,"Black, non-Hispanic",15341,43000,554.0
2012,Tennessee,Male,15341,43000,3868.0
2012,Tennessee,Overall,15341,43000,7567.0
2012,Tennessee,Female,15341,43000,3699.0
2012,Tennessee,"White, non-Hispanic",15341,43000,6957.0
2013,Tennessee,"White, non-Hispanic",16014,43360,7148.0
2013,Tennessee,"White, non-Hispanic",16014,42500,7148.0
2013,Tennessee,"Black, non-Hispanic",16014,43360,566.0
2013,Tennessee,"Black, non-Hispanic",16014,42500,566.0
2013,Tennessee,Overall,16014,43360,7755.0
2013,Tennessee,Overall,16014,42500,7755.0
2013,Tennessee,Female,16014,43360,3818.0
2013,Tennessee,Female,16014,42500,3818.0
2013,Tennessee,Male,16014,43360,3937.0
2013,Tennessee,Male,16014,42500,3937.0
2014,Tennessee,Overall,15352,43720,7654.0
2014,Tennessee,"Black, non-Hispanic",15352,43720,567.0
2014,Tennessee,"White, non-Hispanic",15352,43720,6996.0
2014,Tennessee,Female,15352,43720,3764.0
2014,Tennessee,Male,15352,43720,3890.0
2015,Tennessee,Male,16629,47330,4100.0
2015,Tennessee,Overall,16629,47330,8155.0
2015,Tennessee,"Black, non-Hispanic",16629,47330,560.0
2015,Tennessee,"White, non-Hispanic",16629,47330,7524.0
2015,Tennessee,Female,16629,47330,4055.0
2015,Tennessee,Hispanic,16629,47330,28.0
2016,Tennessee,Female,16231,51340,4064.0
2016,Tennessee,Male,16231,51340,4264.0
2016,Tennessee,"Black, non-Hispanic",16231,51340,636.0
2016,Tennessee,Overall,16231,51340,8328.0
2016,Tennessee,"White, non-Hispanic",16231,51340,7644.0
2017,Tennessee,Overall,16056,55310,8828.0
2017,Tennessee,Overall,16056,55240,8828.0
2017,Tennessee,"Black, non-Hispanic",16056,55310,646.0
2017,Tennessee,"Black, non-Hispanic",16056,55240,646.0
2017,Tennessee,Female,16056,55310,4394.0
2017,Tennessee,Female,16056,55240,4394.0
2017,Tennessee,"White, non-Hispanic",16056,55310,8120.0
2017,Tennessee,"White, non-Hispanic",16056,55240,8120.0
2017,Tennessee,Male,16056,55310,4434.0
2017,Tennessee,Male,16056,55240,4434.0
2017,Tennessee,Hispanic,16056,55310,23.0
2017,Tennessee,Hispanic,16056,55240,23.0
2018,Tennessee,Overall,16941,56060,9221.0
2018,Tennessee,"Black, non-Hispanic",16941,56060,750.0
2018,Tennessee,"White, non-Hispanic",16941,56060,8400.0
2018,Tennessee,Hispanic,16941,56060,33.0
2018,Tennessee,Female,16941,56060,4583.0
2018,Tennessee,Male,16941,56060,4638.0
2019,Tennessee,Male,19377,56630,4804.0
2019,Tennessee,Female,19377,56630,4596.0
2019,Tennessee,"Black, non-Hispanic",19377,56630,694.0
2019,Tennessee,Overall,19377,56630,9400.0
2019,Tennessee,Hispanic,19377,56630,27.0
2019,Tennessee,"White, non-Hispanic",19377,56630,8639.0
2020,Tennessee,Male,18219,54970,5096.0
2020,Tennessee,"White, non-Hispanic",18219,54970,9084.0
2020,Tennessee,"Black, non-Hispanic",18219,54970,835.0
2020,Tennessee,Hispanic,18219,54970,33.0
2020,Tennessee,Overall,18219,54970,9990.0
2020,Tennessee,Female,18219,54970,4894.0
2011,Texas,"White, non-Hispanic",52823,49050,14953.0
2011,Texas,Asian or Pacific Islander,52823,49050,105.0
2011,Texas,Hispanic,52823,49050,1683.0
2011,Texas,Female,52823,49050,8587.0
2011,Texas,Male,52823,49050,9591.0
2011,Texas,"Black, non-Hispanic",52823,49050,1369.0
2011,Texas,Overall,52823,49050,18178.0
2012,Texas,Hispanic,50740,51930,1793.0
2012,Texas,"White, non-Hispanic",50740,51930,15668.0
2012,Texas,Female,50740,51930,9163.0
2012,Texas,Male,50740,51930,10012.0
2012,Texas,Asian or Pacific Islander,50740,51930,107.0
2012,Texas,Overall,50740,51930,19175.0
2012,Texas,American Indian or Alaska Native,50740,51930,22.0
2012,Texas,"Black, non-Hispanic",50740,51930,1536.0
2013,Texas,Hispanic,53884,51410,1959.0
2013,Texas,Hispanic,53884,53030,1959.0
2013,Texas,Male,53884,51410,10263.0
2013,Texas,Male,53884,53030,10263.0
2013,Texas,"Black, non-Hispanic",53884,51410,1597.0
2013,Texas,"Black, non-Hispanic",53884,53030,1597.0
2013,Texas,Asian or Pacific Islander,53884,51410,130.0
2013,Texas,Asian or Pacific Islander,53884,53030,130.0
2013,Texas,American Indian or Alaska Native,53884,51410,33.0
2013,Texas,American Indian or Alaska Native,53884,53030,33.0
2013,Texas,"White, non-Hispanic",53884,51410,16060.0
2013,Texas,"White, non-Hispanic",53884,53030,16060.0
2013,Texas,Female,53884,51410,9559.0
2013,Texas,Female,53884,53030,9559.0
2013,Texas,Overall,53884,51410,19822.0
2013,Texas,Overall,53884,53030,19822.0
2014,Texas,Male,60014,53880,10378.0
2014,Texas,"Black, non-Hispanic",60014,53880,1682.0
2014,Texas,American Indian or Alaska Native,60014,53880,32.0
2014,Texas,Asian or Pacific Islander,60014,53880,140.0
2014,Texas,Overall,60014,53880,19911.0
2014,Texas,Hispanic,60014,53880,1860.0
2014,Texas,Female,60014,53880,9533.0
2014,Texas,"White, non-Hispanic",60014,53880,16125.0
2015,Texas,Asian or Pacific Islander,65067,56470,143.0
2015,Texas,Overall,65067,56470,20880.0
2015,Texas,Female,65067,56470,10120.0
2015,Texas,Hispanic,65067,56470,1971.0
2015,Texas,American Indian or Alaska Native,65067,56470,38.0
2015,Texas,Male,65067,56470,10760.0
2015,Texas,"Black, non-Hispanic",65067,56470,1727.0
2015,Texas,"White, non-Hispanic",65067,56470,16936.0
2016,Texas,"White, non-Hispanic",67958,58150,16870.0
2016,Texas,Asian or Pacific Islander,67958,58150,151.0
2016,Texas,Male,67958,58150,11026.0
2016,Texas,Hispanic,67958,58150,2086.0
2016,Texas,Female,67958,58150,10017.0
2016,Texas,Overall,67958,58150,21043.0
2016,Texas,American Indian or Alaska Native,67958,58150,29.0
2016,Texas,"Black, non-Hispanic",67958,58150,1854.0
2017,Texas,Male,65781,60090,11315.0
2017,Texas,Male,65781,59300,11315.0
2017,Texas,Hispanic,65781,60090,2210.0
2017,Texas,Hispanic,65781,59300,2210.0
2017,Texas,"Black, non-Hispanic",65781,60090,1985.0
2017,Texas,"Black, non-Hispanic",65781,59300,1985.0
2017,Texas,Asian or Pacific Islander,65781,60090,168.0
2017,Texas,Asian or Pacific Islander,65781,59300,168.0
2017,Texas,Female,65781,60090,10698.0
2017,Texas,Female,65781,59300,10698.0
2017,Texas,"White, non-Hispanic",65781,60090,17542.0
2017,Texas,"White, non-Hispanic",65781,59300,17542.0
2017,Texas,American Indian or Alaska Native,65781,60090,46.0
2017,Texas,American Indian or Alaska Native,65781,59300,46.0
2017,Texas,Overall,65781,60090,22013.0
2017,Texas,Overall,65781,59300,22013.0
2018,Texas,"Black, non-Hispanic",68420,59790,1953.0
2018,Texas,American Indian or Alaska Native,68420,59790,38.0
2018,Texas,Male,68420,59790,11589.0
2018,Texas,Overall,68420,59790,22426.0
2018,Texas,Hispanic,68420,59790,2369.0
2018,Texas,Asian or Pacific Islander,68420,59790,166.0
2018,Texas,Female,68420,59790,10837.0
2018,Texas,"White, non-Hispanic",68420,59790,17825.0
2019,Texas,Male,69939,67440,11318.0
2019,Texas,"White, non-Hispanic",69939,67440,17614.0
2019,Texas,Female,69939,67440,10770.0
2019,Texas,"Black, non-Hispanic",69939,67440,1987.0
2019,Texas,Overall,69939,67440,22088.0
2019,Texas,Asian or Pacific Islander,69939,67440,184.0
2019,Texas,American Indian or Alaska Native,69939,67440,32.0
2019,Texas,Hispanic,69939,67440,2238.0
2020,Texas,Hispanic,75869,68400,2947.0
2020,Texas,American Indian or Alaska Native,75869,68400,39.0
2020,Texas,Female,75869,68400,11801.0
2020,Texas,Asian or Pacific Islander,75869,68400,206.0
2020,Texas,Male,75869,68400,12757.0
2020,Texas,"Black, non-Hispanic",75869,68400,2454.0
2020,Texas,Overall,75869,68400,24558.0
2020,Texas,"White, non-Hispanic",75869,68400,18892.0
2011,Utah,Overall,3429,55490,1002.0
2011,Utah,Male,3429,55490,597.0
2011,Utah,"White, non-Hispanic",3429,55490,952.0
2011,Utah,Female,3429,55490,405.0
2011,Utah,Hispanic,3429,55490,27.0
2012,Utah,Male,3659,58340,602.0
2012,Utah,Overall,3659,58340,1039.0
2012,Utah,Hispanic,3659,58340,31.0
2012,Utah,Female,3659,58340,437.0
2012,Utah,"White, non-Hispanic",3659,58340,988.0
2013,Utah,Hispanic,3943,61050,33.0
2013,Utah,Hispanic,3943,62970,33.0
2013,Utah,Male,3943,61050,673.0
2013,Utah,Male,3943,62970,673.0
2013,Utah,"White, non-Hispanic",3943,61050,1092.0
2013,Utah,"White, non-Hispanic",3943,62970,1092.0
2013,Utah,Female,3943,61050,485.0
2013,Utah,Female,3943,62970,485.0
2013,Utah,Overall,3943,61050,1158.0
2013,Utah,Overall,3943,62970,1158.0
2014,Utah,Male,3847,63380,670.0
2014,Utah,Overall,3847,63380,1184.0
2014,Utah,Hispanic,3847,63380,39.0
2014,Utah,"White, non-Hispanic",3847,63380,1129.0
2014,Utah,Female,3847,63380,514.0
2015,Utah,Overall,3883,66260,1313.0
2015,Utah,Male,3883,66260,701.0
2015,Utah,Female,3883,66260,612.0
2015,Utah,"White, non-Hispanic",3883,66260,1243.0
2015,Utah,Hispanic,3883,66260,45.0
2016,Utah,Hispanic,4247,67480,45.0
2016,Utah,Overall,4247,67480,1380.0
2016,Utah,Female,4247,67480,615.0
2016,Utah,"White, non-Hispanic",4247,67480,1304.0
2016,Utah,Male,4247,67480,765.0
2017,Utah,Male,4375,69790,749.0
2017,Utah,Male,4375,71320,749.0
2017,Utah,Hispanic,4375,69790,52.0
2017,Utah,Hispanic,4375,71320,52.0
2017,Utah,"White, non-Hispanic",4375,69790,1221.0
2017,Utah,"White, non-Hispanic",4375,71320,1221.0
2017,Utah,Female,4375,69790,557.0
2017,Utah,Female,4375,71320,557.0
2017,Utah,Overall,4375,69790,1306.0
2017,Utah,Overall,4375,71320,1306.0
2018,Utah,Male,4437,77070,824.0
2018,Utah,Overall,4437,77070,1439.0
2018,Utah,"White, non-Hispanic",4437,77070,1351.0
2018,Utah,Hispanic,4437,77070,50.0
2018,Utah,Female,4437,77070,615.0
2019,Utah,Male,5259,84520,816.0
2019,Utah,Female,5259,84520,684.0
2019,Utah,Overall,5259,84520,1500.0
2019,Utah,"White, non-Hispanic",5259,84520,1413.0
2019,Utah,Hispanic,5259,84520,54.0
2020,Utah,Overall,5986,83990,1669.0
2020,Utah,Hispanic,5986,83990,62.0
2020,Utah,Male,5986,83990,963.0
2020,Utah,Asian or Pacific Islander,5986,83990,24.0
2020,Utah,Female,5986,83990,706.0
2020,Utah,"White, non-Hispanic",5986,83990,1567.0
2011,Vermont,Female,2465,51860,392.0
2011,Vermont,"White, non-Hispanic",2465,51860,796.0
2011,Vermont,Overall,2465,51860,800.0
2011,Vermont,Male,2465,51860,408.0
2012,Vermont,Male,2688,55580,456.0
2012,Vermont,"White, non-Hispanic",2688,55580,813.0
2012,Vermont,Female,2688,55580,367.0
2012,Vermont,Overall,2688,55580,823.0
2013,Vermont,Male,2997,65510,429.0
2013,Vermont,Male,2997,54840,429.0
2013,Vermont,"White, non-Hispanic",2997,65510,806.0
2013,Vermont,"White, non-Hispanic",2997,54840,806.0
2013,Vermont,Female,2997,65510,380.0
2013,Vermont,Female,2997,54840,380.0
2013,Vermont,Overall,2997,65510,809.0
2013,Vermont,Overall,2997,54840,809.0
2014,Vermont,Male,3121,60710,415.0
2014,Vermont,Female,3121,60710,411.0
2014,Vermont,Overall,3121,60710,826.0
2014,Vermont,"White, non-Hispanic",3121,60710,823.0
2015,Vermont,Overall,3305,59490,850.0
2015,Vermont,"White, non-Hispanic",3305,59490,837.0
2015,Vermont,Female,3305,59490,402.0
2015,Vermont,Male,3305,59490,448.0
2016,Vermont,"White, non-Hispanic",3186,60840,794.0
2016,Vermont,Male,3186,60840,419.0
2016,Vermont,Overall,3186,60840,802.0
2016,Vermont,Female,3186,60840,383.0
2017,Vermont,Male,3055,63680,451.0
2017,Vermont,Male,3055,63810,451.0
2017,Vermont,"White, non-Hispanic",3055,63680,828.0
2017,Vermont,"White, non-Hispanic",3055,63810,828.0
2017,Vermont,Female,3055,63680,390.0
2017,Vermont,Female,3055,63810,390.0
2017,Vermont,Overall,3055,63680,841.0
2017,Vermont,Overall,3055,63810,841.0
2018,Vermont,Male,3160,70070,424.0
2018,Vermont,Overall,3160,70070,833.0
2018,Vermont,Female,3160,70070,409.0
2018,Vermont,"White, non-Hispanic",3160,70070,824.0
2019,Vermont,Overall,3161,74310,826.0
2019,Vermont,"White, non-Hispanic",3161,74310,819.0
2019,Vermont,Male,3161,74310,433.0
2019,Vermont,Female,3161,74310,393.0
2020,Vermont,Male,3200,67260,475.0
2020,Vermont,Overall,3200,67260,923.0
2020,Vermont,"White, non-Hispanic",3200,67260,915.0
2020,Vermont,Female,3200,67260,448.0
2011,Virginia,Male,12723,62620,2738.0
2011,Virginia,Hispanic,12723,62620,26.0
2011,Virginia,"Black, non-Hispanic",12723,62620,608.0
2011,Virginia,Asian or Pacific Islander,12723,62620,23.0
2011,Virginia,"White, non-Hispanic",12723,62620,4825.0
2011,Virginia,Female,12723,62620,2782.0
2011,Virginia,Overall,12723,62620,5520.0
2012,Virginia,Male,12725,64630,2675.0
2012,Virginia,"White, non-Hispanic",12725,64630,4770.0
2012,Virginia,"Black, non-Hispanic",12725,64630,616.0
2012,Virginia,Asian or Pacific Islander,12725,64630,29.0
2012,Virginia,Overall,12725,64630,5461.0
2012,Virginia,Female,12725,64630,2786.0
2013,Virginia,Female,13731,65910,2826.0
2013,Virginia,Female,13731,67620,2826.0
2013,Virginia,Overall,13731,65910,5660.0
2013,Virginia,Overall,13731,67620,5660.0
2013,Virginia,Asian or Pacific Islander,13731,65910,42.0
2013,Virginia,Asian or Pacific Islander,13731,67620,42.0
2013,Virginia,Hispanic,13731,65910,28.0
2013,Virginia,Hispanic,13731,67620,28.0
2013,Virginia,Male,13731,65910,2834.0
2013,Virginia,Male,13731,67620,2834.0
2013,Virginia,"White, non-Hispanic",13731,65910,4832.0
2013,Virginia,"White, non-Hispanic",13731,67620,4832.0
2013,Virginia,"Black, non-Hispanic",13731,65910,724.0
2013,Virginia,"Black, non-Hispanic",13731,67620,724.0
2014,Virginia,Male,13667,66160,2752.0
2014,Virginia,Asian or Pacific Islander,13667,66160,34.0
2014,Virginia,Hispanic,13667,66160,35.0
2014,Virginia,Female,13667,66160,2838.0
2014,Virginia,Overall,13667,66160,5590.0
2014,Virginia,"White, non-Hispanic",13667,66160,4778.0
2014,Virginia,"Black, non-Hispanic",13667,66160,696.0
2015,Virginia,Male,14992,61490,2950.0
2015,Virginia,Hispanic,14992,61490,34.0
2015,Virginia,"Black, non-Hispanic",14992,61490,720.0
2015,Virginia,Asian or Pacific Islander,14992,61490,39.0
2015,Virginia,Female,14992,61490,3048.0
2015,Virginia,Overall,14992,61490,5998.0
2015,Virginia,"White, non-Hispanic",14992,61490,5143.0
2016,Virginia,"White, non-Hispanic",15527,66450,4986.0
2016,Virginia,"Black, non-Hispanic",15527,66450,767.0
2016,Virginia,Male,15527,66450,2968.0
2016,Virginia,Overall,15527,66450,5854.0
2016,Virginia,Hispanic,15527,66450,32.0
2016,Virginia,Asian or Pacific Islander,15527,66450,39.0
2016,Virginia,Female,15527,66450,2886.0
2017,Virginia,Asian or Pacific Islander,16891,70810,41.0
2017,Virginia,Asian or Pacific Islander,16891,71290,41.0
2017,Virginia,Overall,16891,70810,5940.0
2017,Virginia,Overall,16891,71290,5940.0
2017,Virginia,Male,16891,70810,2957.0
2017,Virginia,Male,16891,71290,2957.0
2017,Virginia,Hispanic,16891,70810,28.0
2017,Virginia,Hispanic,16891,71290,28.0
2017,Virginia,"White, non-Hispanic",16891,70810,5093.0
2017,Virginia,"White, non-Hispanic",16891,71290,5093.0
2017,Virginia,"Black, non-Hispanic",16891,70810,749.0
2017,Virginia,"Black, non-Hispanic",16891,71290,749.0
2017,Virginia,Female,16891,70810,2983.0
2017,Virginia,Female,16891,71290,2983.0
2018,Virginia,Asian or Pacific Islander,16856,77150,64.0
2018,Virginia,"White, non-Hispanic",16856,77150,5223.0
2018,Virginia,Hispanic,16856,77150,31.0
2018,Virginia,Male,16856,77150,3066.0
2018,Virginia,Overall,16856,77150,6193.0
2018,Virginia,Female,16856,77150,3127.0
2018,Virginia,"Black, non-Hispanic",16856,77150,834.0
2019,Virginia,Female,21848,81310,3298.0
2019,Virginia,"Black, non-Hispanic",21848,81310,853.0
2019,Virginia,Overall,21848,81310,6474.0
2019,Virginia,Asian or Pacific Islander,21848,81310,55.0
2019,Virginia,Hispanic,21848,81310,52.0
2019,Virginia,Male,21848,81310,3176.0
2019,Virginia,"White, non-Hispanic",21848,81310,5483.0
2020,Virginia,"White, non-Hispanic",24057,82210,5906.0
2020,Virginia,"Black, non-Hispanic",24057,82210,959.0
2020,Virginia,Overall,24057,82210,7026.0
2020,Virginia,Hispanic,24057,82210,58.0
2020,Virginia,Female,24057,82210,3540.0
2020,Virginia,Male,24057,82210,3486.0
2020,Virginia,Asian or Pacific Islander,24057,82210,78.0
2011,Washington,American Indian or Alaska Native,13436,56850,86.0
2011,Washington,Male,13436,56850,3238.0
2011,Washington,Female,13436,56850,3022.0
2011,Washington,Hispanic,13436,56850,73.0
2011,Washington,"Black, non-Hispanic",13436,56850,121.0
2011,Washington,"White, non-Hispanic",13436,56850,5872.0
2011,Washington,Asian or Pacific Islander,13436,56850,104.0
2011,Washington,Overall,13436,56850,6260.0
2012,Washington,American Indian or Alaska Native,14198,62190,79.0
2012,Washington,Hispanic,14198,62190,76.0
2012,Washington,"Black, non-Hispanic",14198,62190,89.0
2012,Washington,Female,14198,62190,2845.0
2012,Washington,Asian or Pacific Islander,14198,62190,89.0
2012,Washington,Male,14198,62190,3146.0
2012,Washington,"White, non-Hispanic",14198,62190,5649.0
2012,Washington,Overall,14198,62190,5991.0
2013,Washington,"White, non-Hispanic",14594,63920,5701.0
2013,Washington,"White, non-Hispanic",14594,60110,5701.0
2013,Washington,Asian or Pacific Islander,14594,63920,127.0
2013,Washington,Asian or Pacific Islander,14594,60110,127.0
2013,Washington,Hispanic,14594,63920,76.0
2013,Washington,Hispanic,14594,60110,76.0
2013,Washington,American Indian or Alaska Native,14594,63920,81.0
2013,Washington,American Indian or Alaska Native,14594,60110,81.0
2013,Washington,"Black, non-Hispanic",14594,63920,118.0
2013,Washington,"Black, non-Hispanic",14594,60110,118.0
2013,Washington,Overall,14594,63920,6106.0
2013,Washington,Overall,14594,60110,6106.0
2013,Washington,Male,14594,63920,3184.0
2013,Washington,Male,14594,60110,3184.0
2013,Washington,Female,14594,63920,2922.0
2013,Washington,Female,14594,60110,2922.0
2014,Washington,American Indian or Alaska Native,18009,59070,81.0
